date,time,direction,entry_price,stop_loss,take_profit,exit_price,pnl,result,balance
2026-04-16,09:10,short,26270.3,26290.3,26250.3,26290.3,-70.38,LOSS,4294.45
2026-04-16,10:10,short,26272.05,26292.05,26252.05,26292.05,-69.25,LOSS,4225.2
2026-04-16,10:35,short,26221.25,26241.25,26201.25,26241.25,-68.13,LOSS,4157.07
2026-04-16,11:15,short,26181.55,26201.55,26161.55,26201.55,-67.03,LOSS,4090.04
2026-04-17,10:35,long,26558.5,26538.5,26578.5,26578.5,56.75,WIN,4146.79
2026-04-17,10:50,long,26572.5,26552.5,26592.5,26552.5,-66.87,LOSS,4079.92
2026-04-17,11:00,long,26611.5,26591.5,26631.5,26631.5,56.61,WIN,4136.53
2026-04-20,09:00,long,26575.7,26555.7,26595.7,26595.7,57.39,WIN,4193.92
2026-04-20,10:40,long,26620.3,26600.3,26640.3,26600.3,-67.63,LOSS,4126.3
2026-04-20,10:50,long,26643.85,26623.85,26663.85,26663.85,57.25,WIN,4183.55
2026-04-20,11:05,long,26634.85,26614.85,26654.85,26614.85,-67.46,LOSS,4116.09
2026-04-20,11:20,long,26634.55,26614.55,26654.55,26614.55,-66.37,LOSS,4049.72
2026-04-20,12:30,short,26526.35,26546.35,26506.35,26546.35,-65.3,LOSS,3984.41
2026-04-20,12:45,short,26522.6,26542.6,26502.6,26502.6,55.28,WIN,4039.7
2026-04-21,09:05,long,26748.25,26728.25,26768.25,26728.25,-65.14,LOSS,3974.56
2026-04-22,10:20,long,26745.15,26725.15,26765.15,26725.15,-64.09,LOSS,3910.47
2026-04-22,10:40,long,26725.9,26705.9,26745.9,26705.9,-63.06,LOSS,3847.41
2026-04-22,10:55,long,26737.9,26717.9,26757.9,26757.9,53.38,WIN,3900.79
2026-04-22,11:10,long,26796.7,26776.7,26816.7,26816.7,54.12,WIN,3954.92
2026-04-23,10:00,long,26895.8,26875.8,26915.8,26875.8,-63.77,LOSS,3891.15
2026-04-23,10:15,long,26888.4,26868.4,26908.4,26868.4,-62.74,LOSS,3828.4
2026-04-23,10:35,long,26920.8,26900.8,26940.8,26940.8,53.12,WIN,3881.52
2026-04-23,11:40,long,26906.8,26886.8,26926.8,26926.8,53.86,WIN,3935.38
2026-04-23,12:55,long,26963.8,26943.8,26983.8,26963.8,-4.43,FORCED_CLOSE,3930.95
2026-04-24,09:00,long,27153.95,27133.95,27173.95,27173.95,54.54,WIN,3985.49
2026-04-24,11:50,long,27139.05,27119.05,27159.05,27159.05,55.3,WIN,4040.79
2026-04-27,10:35,short,27270.35,27290.35,27250.35,27250.35,56.07,WIN,4096.85
2026-04-27,11:00,short,27271.15,27291.15,27251.15,27251.15,56.84,WIN,4153.7
2026-04-27,11:10,short,27275.95,27295.95,27255.95,27255.95,57.63,WIN,4211.33
2026-04-27,11:40,short,27266.65,27286.65,27246.65,27246.65,58.43,WIN,4269.76
2026-04-27,11:55,short,27258.15,27278.15,27238.15,27238.15,59.24,WIN,4329.01
2026-04-27,12:05,short,27241.52,27261.52,27221.52,27221.52,60.06,WIN,4389.07
2026-04-27,12:50,short,27244.9,27264.9,27224.9,27255.65,-40.32,FORCED_CLOSE,4348.75
2026-04-28,09:00,short,26975.9,26995.9,26955.9,26955.9,60.34,WIN,4409.09
2026-04-28,10:10,short,27007.65,27027.65,26987.65,27027.65,-71.1,LOSS,4337.99
2026-04-28,10:25,short,27014.5,27034.5,26994.5,27034.5,-69.95,LOSS,4268.04
2026-04-29,09:30,short,27095.5,27115.5,27075.5,27115.5,-68.82,LOSS,4199.22
2026-04-29,09:45,short,27115.4,27135.4,27095.4,27135.4,-67.71,LOSS,4131.5
2026-04-29,10:15,short,27105.5,27125.5,27085.5,27085.5,57.32,WIN,4188.83
2026-04-29,11:00,short,27090.4,27110.4,27070.4,27070.4,58.12,WIN,4246.95
2026-04-29,11:10,short,27100.4,27120.4,27080.4,27120.4,-68.48,LOSS,4178.47
2026-04-29,12:15,long,27153.15,27133.15,27173.15,27173.15,57.98,WIN,4236.44
